Username,comment
Okiki Luke,I won't hesitate to vote 4r UDA if ODM  will not respect the will of the people
Mwaúra Wa Ruth,😀😁😂😂😂 the way he was praising the party
Alfred Richard,Its afact we shall vote for Raila Odinga  to the last man but  not for other seats period
Cups Wines,you are also an individual. .let me comb yu knee before raila and call him god he will pick yu and don't forget to bribe him with lots of money
Kalwolindet Weritab Boiyot,"🤗 senator Cherargei  ,I think you are a prophet #citizen tv Thursday last week ✅"
Amateshe Jose,Go a head but better quite the race coz that's the begining of all matters
Kantona Orions,Welcome to politics Sir....
Mercy De Great,"Lakini kusema tu ukweli was Charles expecting to be nominated through ODM ati anakuja tu once na kupata, aje sasa?!! Kuna tu vitu we should never expect in life and learn to give priorities for others until it is our time and for our sanity sake but since uko na haraka all we can say is good luck. Lol"
Joram Juma,Chalse was gumbling so much he should have a stand
Fredrick Bonyo,You can't win the nomination. You are wasting money and time.
Lord Adera,As long as you can win over 130k votes from alego usonga
Mutuma Edwin,This is not police service 😂😂😂
Prince Spencer,"You said asked, very well. You can go for refund and  stop crying all-over."
Joseph Motochi,What do you expect in odinga dictatorship movement? Yet people yapp about this fellow who killed Ford Kenya. Only sycophants and people with myopic mind follow this cartel.
Meshack Mesh,Odm and democracy are just like  Parallel lines
Jatelo Mwenyewe,You could have remained in the police force...
Kennedy Inverted'x Kimani,That slot already reserved for a state project called Tuju.
Itaako Ke Saba,"Get one serious party to antagonise odm it will learn to have democracy, kambas have  chapchap and wiper, western sai kuna ford k, ANC and DAP, Central kuna UDA jubilee, na za kina jibebe, rift valley UDA na Kanu, nyanza ni ODM na mnasema Raila faught for multiparty, get a party to not to oppose but to compete Odm you will have elected leaders and not imporsed leaders."
Sunday Palmer Philan,that man is not popular
Philo Pippo Okush,Good move officer
Kelvin Omondi,There is no Democracy in ODM.. That why it has remained in opposition since its formation
Papito John,NTV you love creating violence you should verify you news first
Denis Anana,Vote individual don't vote party
Amos Onderi,These political parties have owners my friend!!!
Stano Smtu Challah,He view thru police Sacco.
Akeyo Erima,It will work out for him because he was not going to win alone anyway
Kahema,Conman ship is the order
Humphries Dot Young,"As long as BABA is the 5th, that's all that matters."
Fred Nyakundi,"Peleka ujiiiiinga ya police uuuuuuko,u thought we have forgotten what you did to nasa people"
Fredrick Aginga,"Police spokes person, we love u but gives us a break...."
Jeff Dom,"Just say Orengo, not an individual."
Jacob Suju Snr,We only give tickets to popular candidates
Vincent Kaunda,Your democratic right to move to UDM.
Paul Ndanyi,"This is not something new, it happened to boni khalwale, and everyone is happy, don't cry, move on"
Kipngetich Kenduiwo,Start your own party period
Ken Oyugi,Democracy is on death bed
Brigyt Otiende,Most of you who're busy yapping here aren't voters of Siaya County....my vote will send orengo back to his father's land.....no room for busy bodies
Simon Omondi,"😂😂😂😂😂😂why don't you people just enjoy life with the little money, on my side I can't resign from my job for politics and now started complaining here and there.... Who cheated these people that they are the winning team?,Because in Siaya county we have already know the winning person for this governor seat... hii ni kama vindio ni kama ndrama 😂😂😂😂😂😂😂 I will NEVER comment on any politics post, adiera sum kuom dhano 🏃🏃🏃🏃🏃🏃🤝 🤝🤝🤝🤝"
Bethwel Kipkoech Yatich Samoei,"Why use democratic and in real sense it's not,"
Carolyne Ayiti,They should have given him a chance.
Oscar Aloo,Anybody who doesn't agree with how ODM carries out it's activities can either form his/her party or move to another party period.
Ogah Gooner Boaz,My friend in politics there is no law and order. It's order from above only
Kay Bin Jay,Baba cows will never allow democracy in the party
Babake Caxton,ODM is a family party... Raila claim to be father; of democracy yet his PARTY has no democracy
Dennis Asanyo,The most Democratic party is ODM
Hastene David,Who can trust Owino? From the time as police spokesman to date......
Titus Mutua,Politics is not that chest thumbing you were used to...zoea mateso
Donga Daktari Daniel,Party have owners my friend...But am sure the owners didn't forget what you did to them in 2017
Henry Maithya,ODM is a bandit party which had its owners.
Kevin Wuod Jane,Does it make any difference Mr. coz you're all just fighting for a position to loot.
Nyakwar Jabunde,Useless party we shall teach odm a lesson
Juma Nzaro,Let’s see if you will get a direct nomination in UDA
Alow Qajeela,"You lost and you will never return home, UDM is ali robas kiosk with no agenda."
John Tinji,"Not an individual, just state specifically Orengo"
Leonard Langat,Party of a dictator
Anthony Barasa Nyongesa,"Loyalty first, this man is known to belittle BABA"
Victor Obonyo,I thot he was going fr the gubernatorial seat bt not seconding
Oscar Ocholla,Police need you most than ODM. Go back to police.
Athanas Jalego,"Smart move Charles, onwards together!"
Thomas Kinyua,N u r finished politically
Roselyn Atieno Nerea,Now u know that's a party not a police station
Caleb Kiddo,"It's good you were told to step aside, because with the way you used to unleash teargas on this guys they would have embarrassed you badly on 9th August,,so relax you have been saved the embarrassment 😅😅"
Kipruto Bii,Another reason why Raila will Never ever lead this nation
Anthony Moses Njari,And you resigned ur job pole
Zablon Matara,Even Khalwale was told to step fown for Malala.Not new.Tell us something new.
Felix Ruto,ODM and Democracy is like water and parrafin
Franco Nyagah,"I like Charles,, ask any one who served in the disciplined forces, how this guy stood by them when everyone else was against them"
Alex Huda,You need not tell us. You have the number of t those you paid. Kindly call them and ask for your money
Hugos Arap Misoi,Ondingaism will kill democracy in Luo land
Sammy Junior,Still politicians are moving from one party to another
Harrish K. Tumosh,ODM is the worst party with doctorial leadership
Engnr Dahn Dan,Siaya county vote for a  performer
M'Kanyaru M'Kanyaru,You will get the true colours of odm
Davy Kioko,"The ""D"" in ODM doesn't stand for demonstrating 😂😂😂😂😂🙌🏼🙌🏼🙌🏼🙌🏼🙌🏼🙌🏼 Maybe Danganya.."
Tì Çhi Rãzÿ,Party is for those who fight for it tirelessly
Charles Rono,You will be paid fully by the party.
Sammy Nyakwar Adongo,What has Charles owino done to the party or rather how old is he in that party?😂😂
Nandemu Evanson,Politics is just like football. Coach akiamuwa 1st eleven you just have to accept. No team is exempted.
Boaz Yego,Democracy at it's best😅😂😂😂🤣🤣
Reagan Bidan,"Don't mind Raira sacrificed his kids coupled with father's curse ,he won't be president"
Nixon Tanui,You were told on recent interview
Wesley Nyakang'i,Conman party
Lenny Odongo,Which individual???Hope not Orengo
Aloice Ochieng',I warned him and he ruthlessly answered me negatively. Sasa aone
Bonface Ngaira,"Am a siaya resident and for sure ,this time round they have got it wrong for sure orengo factor not fit for this county at all,,,,ngumbo -Charles the best pair for siaya"
Royal Gkk,Go for your money stop crying
Tr Folan,Orengo has been royal to baba for long...itabidi uzoee
Njuguna Wacieko,Welcome Azimio original is ODM where democracy is a Dream in practical.
Kenyatta Good,ODM Ina wenyewe uncle after all that yelling
Sammy K. Ngari,"Sir, you should know people."
Edwin Musa,I thought ODM was democratic 🤣🤣🤣
Jared Omwega,"Party of conmanship and deceit is what we don't want to hear ,that is how old man has been decieving his supporters😆😆"
Ramos Ramos,Are you not an individual? 😂😂. Welcome to uraia bwana officer.
Griffine James,They saved your money mkubwa
Sír Waswa Emmanuel,"Karma is real!!!   This is politics, its eating you back to the days of lies!!"
Albert Kiptoo,"OK that's why you don't even understand where are the pentagon members of odm?if you thought you would be favored because you're from the same region as baba sorry ,one time said odm kuna wenyewe"
Kennedy Njuguna,"Mr owino ,how can you compete with orengo shuaallly 😂"
Kîgurû Wa,You mean you didn't know ODM is a private entity? 😂 🤣 🤣 😂 😂 😂 Kula ujeuri wako
Nyakwar Adek,A participant shouldn't complain. Accept and move.
Prince Morris Musyoka,Go back to your police job and wait for them wakianza maandano August you deal with them cacaboniously.
Omosh,If you want democracy go to church 🤣🤣
George Moses,"Accept and move on ,on odm your Jonny come late"
Birgen Melly Dominic,In Uasingishu we have home to dp Amb Sarah serem Amb Julius Bittok Hon   Veska Kangogo Hon.  Caleb Kositany Hon.   Chelilim And more going for party primaries that's the different from home to Raila
Sam Hazardihno Thuo,Odm ni violence tu
Jonah Kosgei,That means you are not popular in the ground
Jacob Jacob,"Owino who denied that police were killing Luos in Nyanza for political reasons should be the last person to complain about democracy, he's despot 003"
Papito John,Give us evidence where he say
Ritimbo Omosongo,Just say was told to step down for Mzee James Orengo!!!
Murith George,Don't worry the likes of Grichi sold their house and they were kicked out when Waiguru parted with 300m for the ticket 🤣
Kaka Odipo,"Siaya is 6 piece if am not wrong, wait and see"
Jim Sebs,Udm is under which collision
Dennis Nyaboga,Outsmart rails by udm
Baba Bendy,"You turned dumb ears to the same party when they needed you most, my friend kula ujeuri wako my officer."
Kamsey Arap Pedro,Yes step down for orengo  Donge!!
Ismail Cheka,"it's all about position, politics is dirty game for real"
Okwaro Onyango,You once talked ill about luos and the party when you were in power sani koro cham nyanji kwa kipoole
Martin Gituma,"Direct nomination are given to the Loyalist of the party, wewe unatoka kwa Police na kiherehere and you have contributed nothing to the party tena kazi yako ni kutupia odm members teargas wakati ulikuwa Kwa police ukadhani tulisahau. Alafu eti unataka odm ticket, Nani alikuroga nanii?"
Matt Hardy,Charles owino and politics in the same sentence??? Nooo!!!!
Ckay Storyteller,ODM is someone's bedroom
Elvis Salano,Conmen we haven't forgotten the pay bill
Alex Shebe,Rails movement mtazoea many to come
Sugar Ray,Step down for who ? Orengo tawee no development agenda.
Abu Raia Mwema,"UDA is the winning team..  I was letting you know,,  sijasema u join it.."
Okoth Dido,Atengeneze party yake. ODM ni ya baba.
Geof Mwale,"Time for ODINGA's family colonization of LUO NYANZA is coming to an END. Raila can't ask his family members to stepdown in favour of children of other LUOs but got audacity to forcefully demand for stepping down of other people's children! WHO WILL DELIVER INDEPENDENCE TO LUOs from dictatorship! Raila enjoys politics of Conmanship and deceit but this time round UHURU, GIDEON & MAMA NGINA watampanga proper Hadi Bondo bcz they know he is the enemy they have fought since independence and REVERSE PSYCHOLOGY is their last blow to Mzee wakitendawili. Raila is waking up too late to realize UHURU KENYATTA has no votes to give him neither does he have deep state and system but pure sugarcoated lies. Right now Raila has abused and lost his former friends and Azimio is killing RAILA's and ODMs POPULARITY both in LUO NYANZA and regions outside Luo Nyanza. Raila's retirement is coming faster than he thought and it gonna be embarrassing"
Gérard Munene,ODM  is someone else's kiosk /business.. Why are you even complaining?
Joab Olemo,U r a spoiler.....it's like u r enveloped by some forcres....
Ochieng Ba Travis,bt shida ya ODM huja tu kwa nominations. yaani maendeleo n mob kwa these friends of his with no development records. na ndio my friend is busy campaigning ati langata 1.aki atalilia kwa Choo. machos reloafed
Justus Sang'onde,UDM in Luo Nyanza!!😅😅😅😅😅
Tinah Titin,Were we aware of the payment as common wananchi? Haki bei za vitu zimetusumbua sana that hii yako ni saucer. Juu you have extra to pay for a nomination that's not guaranteed.
Ever Maridadi,Kila mahali hii Kenya iko hivo hakuna mahali inakalika  enda independent kama wewe ni wakupita utapita tu ata kwa giza
Janty Master,What is UDM
Charles Odhiambo,But you know very well you can not win any election in siaya hata ya mkuu wa kijiji
HB Tirkole,"Odm is a family party ,pole sana Owino"
John Walker,Do you remember tear gas Mondays? ODM iko na wenyewe.
Spencerz Habby,Whether uko ODM ama UDM hamna shaka bora bado uko AZIMIO LA UMOJA
Kelvinew Mutaiy,Tulisema tu hi kuzimia haitaki mtu anasaidia watu watu wenye wako hapo Ni Kumaliza watu
Abdi Mohamed Moham,U have seen ur real enemy pole baba
Kiprono Lang'at,Erick Wekesa  this is what you want to lead Kenyans
Zeal Kurgat,Siasa ni kupanga... It was good you were told.
Sam Jones,Call him baba again🤣🤣🤣
Felix Odhiambo,"Ata wewe pia ulichukua pesa za watu  recruitment Sana...""pong Nyasaye Rego mos""😂😂😂"
Kiberenge Khwa Masafu,"Chama ina wenyewe. It is Orengo, Gladys and Prof Peter... Even Migori mtaambiwa tu"
Mai Nakibeti,Shida ya Owino he is a know it all.ODM iko na wenyewe.
Andrew Murunga,Venye he defended Baba alidhani atapata direct Nomination. This is ODM not Democratic Movement.
Elviś Ikobwã,Wouldn't be yapping around if the opposite was the case.
Godfrey Nderitu,ODM'S PARTY NOMINATION DATES-:  -Nakuru and Turkana - April 1 - Narok and Kajiado-April 2nd --Kilifi and Tana River-April 4th -Taita Taveta and Kwale-April 5th - Mombasa -April 6th - Kisii and Nyamira-April 7th  -Vihiga and Busia on April 12th - Kisumu-April 13th --Siaya-April 14th -Bungoma and Trans Nzoia- April 15th. -Migori-April 16th -Homa Bay- April 18th  -Kakamega on April 19th.  -Nairobi-April 21st.
Harry Senior,"charles owino vile alicollude na NPS kuua watu na anakanusha, nani atampa kura Siaya? bondo killings not withstanding, he denied everything na kusema police were securing a lady... by killing more than 30people? pap onge kun ba... umerudi tu kwa hao watu ulishindwa kutetea, wananchi"
Henry Njue,Conman ship
Hon Rodgers Wakhisi,"Pole omwami,but then you're not popular ,i thought you should know mapema ."
Collines Bore Kipkorir,Karibu kwa siasa afande. Hivo ndo kunaendaga..
Willis Ouma,Toka huko hata haujui vile hiyo party imeexist Hadi Leo unakuja kulazimisha upatiwe
Joseph Muli,"UDM ni gani tena, kwani uliacha police ukidhania utakuja kupanga watu mzae?ile siku utapigwa mawe ndo utajua raia bado ni binadamu jifunze kutii baba,ama ufunzwe the wrong way"
Ochola Junior,"Ukiachwa achika,huku hatuna bunduki,heri Orengo tunazamfukuza na mawe na akimbilie kortini.Wewe utatutolea punduki."
Thomas Ochieng Opondo,Gumbo ndani ndani saa mbili asubui mchezo kwisha hiyo msee orenge ana maendeleo Kama jina lake
Kervine Arucho,Take it easy jatelo mano etendu mar ODM kaka timre lkn okrach tunawangoja uku kwa ground come 8th August
Johnold Mahn,Ulifikiri wataogopa wewe Kwa sababu ni ex-police. Sahau.
Morris Mbithuka Juma,Odm is not a democratic party. Hiyo ni Chama ya Raila ya mtu binafsi
Kinyanjui Wa Kimani,"Hapo pesa zimekunywa maji,utazifuata sana but usijali,hata Kalonzo alishikishwa bango la paybill,you're not alone😅🤣😂"
Walcott Walcott,Ww ume sahau vile uli pigisha watu wa ODM na kuongea matope punde tu polisi wapo ua waandamanaji kwani ume dhania wali sahau jipange
Alfred Parkolwa,Wewe mwenyewe ulikua unakazia watu .it's your time to pay back
Masila Noel,"Maybe because of the sins you committed with your boys,si wewe ni Owino mmoja tu???pole lakini"
Mingi Issa,"Didn't the transfer window close,,?"
Okuto Rufftone Dominic,"If ODM Is not ready to change,then they should expect nothing new! Raundi hii wasirushe mawe.mimi ni mjaka bt nmebadili mwenendo,namuungua Ruto lwedo[mkono]"
