Username,comment
Kiptoo Edwin Kipruto,NTV Kenya... What a pitiful headline...!! What a narrow political headline..!! What an headline full of incitement and propaganda.. For me I award you 100% for propaganda.. You come tops in spinning!!  For avoidance doubt... Whatever is being said  now is just propaganda 2022 Elections... It doesn't deserve an headline
Eduu Eduu,"We have known also who was the killer,,Uhuru mwenyewe"
Eddy Munialo,Meaning their is some truth in president's allegations.But tunangoja evidence
Samson Kemboi,Somebody inform me about saba saba
Ivan Mzaliwa Makori,Why keep such information to date mr.sixmonths
Pt Oba,"Ruto bungled Jubilee primaries in 2017, installed his puppets, with a view to impeach Uhuru. When that failed he tried to finish the president and make it look like an air Accident. Dear Kenyans, Come August 9th, You have a date with destiny,elect wisely. Vote for Baba"
Odhis Bosco Osiko,"Stop being confused, dragging Raila's  name in every negative eventualities you have  with your boss. Kojoa ulale bro, perepere itakumaliza, please focus on your agendas for you to go far but this unfortunate vibes with your boss destroys you more than Uhuru. Put sense in your mouth before it is late or else you will be engaged with dirty politics contrary to your agendas ultimately loosing at the end of it all. Wake-up you are being dragged out of your line and managed for you to respond by making the loudest noise hence making Kenyans to poke holes on what you stand for. This is free advice🏃‍♀️🏃"
Pauline Kamande,Very true the incoming prezzo he is confusing you with that
Dennis Musheba,"Well said sir,,it was Raila who wanted uhuru Kenyatta out when he went to uhuru park and sworn in himself as fake president , and it is in public domain and you don't need rocket science to understand."
Kenneth Odhiambo Onyango,We all know that the kenyaras and the mois are working to capture the voters with these cheap propaganda. Why would the DP want him impeached anyway after he campaigned for both their election and re-election?
Sophy Nandako,Confirmed! you wanted to impeach him!
Chris Mwanziia,Y r calling Railas name you Ruto.The president said u r the one who wanted to impeach Him na ukashindwa .You r so greed for power. Huoni ngoo
Joshua Nyangacha,"Livondo knows better than u,Baba hayuko kwa hasira zenu.what we need to hear is, how many stadiums are completed?Did our kids receive laptops?and many others. But becz of your hypocrisy, what we need is peace in the country nazi tupambane na watoto wetu."
Maggy Nthenya,May be the world wld Av been better if three of you were all impeached... ....
Akala Danny,Mr double speak you're the dp incase uhuru is impeached as per the Law you have to take over as the  president so now how will raila do that ?  For which  benefits Endelea kudanganya wajinga buana 😂😂
Peter Mbugua,I will still vote Ruto
Stan Musau Stanslaurs,"So impeachment plans were there? The question is not whether it's true or false, the question is by who?"
Wilfred Odanga,How did ruto know that it was Raila who wanted to impeach UHURU and if he had this information why didn't he share it with uhuru as a close ally and second in command??? secondly if Raila impeached uhuru who stood to benefit Raila as the opposition leader or ruto as the vice president??? I could be ignorant like any other kenyan  asking this same question!!! Can some one explain?
Bernadate Keter,"Tell us more the three of you know something,confess now we are waiting the topic is impeachment"
Moses Adorwa Orang'o,"2 b a Ruto supporter, ni kazi, jana, they all agreed Ruto should have gone ahead and impeached Uhuru, now that food prices r high.  Sahi sasa, the tables r turned, Ruto hangeweza impeach, ni Raila..."
Longolenyang Kevin,"Uhuru is so confused by now,his lies are not adding up anymore.Ruto the 5th"
Michael Kamau Gathigi,Wish it could succeed but 9th it will succeed
Charles Musyoka,People urgue as if Kenya is a Kingdom. We never learned Constitution at school anyway
Francis Mugwimi,"Uhuru you are confused, rem the time of ICC you give the power but he give back to you,,"
Verley Rubs,Uhuru knows it was you period other excuses jiwekee
Joe Kim's,"Hahaha,that's my Fifth president!!!by the way maybe he's intoxicated hakubuki ni nani alijiapisha!!!!! Ngina's son it's Raila who wanted to overthrow your government!!!!!"
Jimmy Ndevera Savonge,Shifting your burden to other people won't give you sympathy votes
Solomon Sang'any,😛😛😛😛😛😛mmmmm. Seems there is truth in this impeachment thing!! How comes Raila agreed to work with Uhuru😛😛
Rayan Kips,I wonder why our 5th is responding to this person infact we are waiting for that day to come tumtoe kwa ofisi Mr madeni
Byrum Amanga,"Which numbers do Raila had to impeach Uhuru , then again how could it benefit Raila knowing very well that he's not second in command according to the constitution in absence of the head the dp automatically becomes the head we're not that fools Mr. Kimwarer"
Darly Cruzy,This man is very dangerous my fellow kenyan's
Denis Muia,These people they have nothing beneficial to discuss to us  They are just blaming themselves Let find another neutral person to be president
Abu Raia Mwema,"Yes, says His Excellency William Ruto. The fifth president of the republic of kenya."
Richard Kemboi,Ntv another propaganda tool when did he mention raila. Give us a break.
Jemimah Areba,"How many MPs Raila had in parliament? Infact very few, then hangepata benefit yoyote kutoka hiyo impeachment...."
Miller Otieno,Who wanted to impeach who  ? Can everybody come clear  ?
Joshua Oguna,What would RAO gain by impeaching Uhuru?? Ruto shouldn't take Kenyans for a ride.  We aren't kids and Uhuru isn't made to make such pronouncements.
Patishe Akwepa,"You wonder how Hon.President know all this story ,utajuwa hujuwi"
Urbanus Joe KM,But you would have automatically become president and not Raila Odinga
Isaac Otieno,Did you inform Uhuro of the intended impeachment?
Arthur Olewe,"Don't be stupid, as per the constitution who benefits automatically when a president is impeached? Its the Deputy"
Victor Lusava Nzivo,"If raila wanted to impeach Uhuru,who will take the mantle,the guy from sugoi"
Land Mac,Did you told your boss that there is someone want to impeach him? Or which step did you took to stop impeachment? We are not fools.No votes for sympathy
Shannon Thoiyani,So you knew but didn't tell your 'good friend'? Hypocrisy! 👽
Fred Jumbo,Sugoi boy now wants to tell us Uhuru doesn't know to differentiate between Ruto and Raila?
Naibei Simiyu,"In no way Raila could impeach the president because he had no numbers in Parliament, carry your own cross bwana Ruto."
Ndege Mwangi,The outgoing DP and the incoming leader of opposition is stressed.
Jane Moindi,Why should Raila impeach Uhuru for you to be the president?
Samuel Njau,WISHING POLITICAL LEADERS ALL THE BEST.👀.MAY BE!.
Auch Jooh Ochie,"Raila didn't have Numbers in Parliament to impeach President Uhuru,.,I think President was sober enough to raise such allegation to his Deputy,..Baba was not in the Government even,again what benefits did Raila expect to get after Uhuru's Impeachment and yet he is not among the Government official,.Ruto should deal with his Boss direct, no need of blame game when allegation has been from one individual."
Rogers Crown,By the time only 60 days remaining to elections wewe sijui utaweka kichwa wapi😂we must expos your evil deed mambo bado the worst are coming ..
Kelvin Tajiri,"No...our 5th responded like this...""don't confuse me with your elder brother..."" 😅🤣🤣🤣🤣 #WSR ✊💚🇰🇪💛  #RejectRailaOdinga"
David Travis Bunyoli Adhekhela,How i wish he would have been impeached with the prices of things now
Elvis Songok,"Raila had no numbers that could even make him think of impeaching Uhuru,the guy had bought all the MPs from from uhuru side so he was the real mastermind"
Onyinkwa Geoffrey,So dp can clearly indicate there was a plan of impeachment  whatever who was involved
Kiambi Mathiu,With how many mps?
Bazenga Wa Wahenga,Whoever believes in this guys lies is also mad
Angaya Terrence,"No wonder even Jesus Christ was betrayed, Judas didn't die his soul has not rested n piece."
Yegon Joash,"Ruto no need to defend yourself, We know how to play Chess and UHURU had a poor opening pale Sagana Three and definitely he's going to loose"
Mwalimu Evans Mitungu,"After Raila swore himself in ,openly that shows he wanted to remove uhuru from power ,then wat follows instead of him being arrested he graduated to being a brother to uhuru Kenyatta"
Emmanuel Khisa,And who then could become the president ruto or raila?
Steve Emojel,All and  sundry have been demanding the president to come out and explain what happened between him and his deputy.Lets now wait for his deputy to say what happened between him and the president so that we hear both sides.Dont drag Baba's name on what he knew nothing about.Alot will unfold as we approach August.
George Mugikuyu,Then who will become the president if the impeachment succeed?huyu anatubeba aje
Erick Banks,"We don't care about who wanted to impeach who,Raila the 5th"
Njambi Kimani,"Frm point of view Rao is a betrayer once again he planned and even sweared himself bt when he didn't succeed he used a cunning method to approach Uhuru demanding for a mkate nusu and still failed he opted to make two friends enemies for him to benefit and There he got the handshake where for me long time they had being lying to us was to bring peace only few days b4 elections president has to announce was to protect his presidency, why has he fooled us all that tym 🤷 if there was an impeachment plans he know the better way to use or even call his close pple to inform them so bt instead anybody who goes against his plans was to be sued! He(president) know there is wazee Wa KIKUYU council of elders bt has never alerted them b4 and Even never show interest in them how comes now ndio amewaona? Problems upon problems Kenya has many tribes bt y that he just calling the KCE for such discussion?"
Caleb Oteba Okonkwo,So you knew something about impeachment??! 🤔🤔
Peter KE,"Infact we blame you coz you could have done it,now we are just regretting coz you leave this handcheque brothers to make our lives miserable"
Maureen Oote,We're they playing kibe there?? That the president can't tell who is who??
Christine Wangui,I hate people who keep repeating the past
Steve Mkiwa,Million dollar question:   Who would benefit from the impeachment?   Raila or Ruto?
Broadly Otieno,I dont think the president is amad man to support whoever wanted him out of power if raila tried it that couldn't have lead to fallout btwn the president and his deputy and that's aclear indication the dp tried it
Yvonne Evekebz,"😂😂😂😂😂Mr President substantiate your claims,also livondo created another drama of Ruto trying to kill you,which one is true killing you or  impeaching you..."
Ken Omondi,Ruto nd lies are twins
Hillary Okech,So ruto has confirmed it
Dickson Oloo,I pray for this childish game between president and his deputy to continue until we know who killed Msando
Judyjoy Karimi,I wish u impeached him
Bob Rob,Ruto stop the lie...who was to benefit from Uhurus impeachment?
Mike Messoh,So you sponsored Raila to impeach Uhuru for you to takeover
Eliud Njoroge,Sogoi son can do anything to be in power.Kiambaa massacre but God one day will make them pay dearly for our children burnt  in church just because of elections#we need peaceful kenya.
Duke Bosco,I can only vote for you if the 9stadiums you promised are complete.
Cyrrus Mu Tour,"Since you have been known to lie mo than the president,then urs is the Real lie"
Mjumbe John Maina,You did not at any time figure it out the president spilling the beans.he is just making it public what the late kenei would be telling the DCI
Jacob Nabwala,To IEBC......can those three musketeers stay aside as they sort out their issues? Give us neutral candidates to elect
Joel Muendo,"Kenyans, you don't sleep politicizing"
John Opar,"Have never seen a greedy person like this, ready to sacrifice anything to get into power."
Brian Ontori,So that  he hands power to you ama ? This weed is strong kunywa maziwa
Victor Areba,"If Raila could impeach uhuru, who could have become the president if not Ruto the Vp! How could have Raila benefited?"
Ruth Mbogo,"So you've agreed with Uhuru that someone wanted to impeach him, only that it's not you?"
Gerald Ka'nyamor,So Raila was impeaching uhuru for him to take over? Because obviously when the president is impeached the Dp is now the chief.wajinga walihama Kenya 🎤🎤
LE WI,Uhuru's impeachment is necessary whether by Ruto or Raila.
Amando Shafiq Mohamed,Who would have been the beneficiary of that impeachment if it's not you...I knw there are some fools who will follow and trust all the lies you spit
Mawilu Thomas,Huyu jamaa utubeba aje? If the president  is impeached who becomes the president? When did we change the constitution to allow the opposition leader to take over?
Were Ojiambo Jelief,Haha sasa hii ni comedy now someone is admitting there was a plan to impeach Uhuru
Nelly Ambiyo,So raila wanted to impeach president to pave way for ruto😂😂😂😂
Rashid James,"The same why we blame the failure of the coup in 82, when we had a certain dictator"
Samuel Mwangi,You wanted to impeach him through raila but the plan aborted when raila turned down your proposal .
Movince Pavlo Ke,It's automatically ruto who was going to be in throne....  Sio raila
Mwafrika Mzalendo,N when did Ruto say this ...... this impeachment thing is just a story by uhunye
Duncan Omondi Adika,I don't strust you bwana tumefanya.The Current constitution gives you mandate to take from the president incase he is impeached.Why would Raila do that n its you to take over ?
Joaness Onyango,So you know that plan and you didn't talk about it?haaaaaha kumbe you're the one?
Bethwell Wafula,Jubilee had almost a half of the MPs how will that be possible 🙄🙄🙄
Ochieng Akelo Ronnie,Why say it now..!why not say this then before it came to public recently!?
Kenneth Abot,"Hehehehe....lying left, right and center."
Benson KN,Ntv where did Ruto said so.
Peter Kim,Ruto the 5th
Bernard Ochieng Osumba,Power hungry man.
Malenga Mkenya Mhariri Mtetezi,Why report fake news?  Dp said #MAYBE Ouru muhoho Kenyatta was  confusing him with all time failure Raila Amollo Odinga. Learn to verify your news before posting. Nkt!!!!!!!!
Melilei Jacquie Keen,Uhuru is aging he is now confused
Kimatu Mulandi,So Raila wanted to impeach Uhuru so that Ruto could take over as the president!!!!!!!!!!!!! Ruto! Ruto!!!! . How many times av I called u?????
Son Flower,"It's diversionary tactics, stop answering everything"
Dennis Muoki,Uhuru change tune both raila and ruto are unfit to replace u✖️
Lyn Liz,"Since Ruto was to context for presidential bid 2022 , there is no way he could have plans of impeaching the president. Those ware Raila's plans"
Elijah Maina,"First you acknowledge there was a plan to impeach the president,but remember Raila didn't have the numbers in parliament unless you added your, obviously it was your plan not Raila."
Paul Githaka,"Uhuru is confusing us for all that time and he was silent what was he fearing ,let him tell  us he want to remain there we will take another route"
Papaawiko Awiko Awiko,"OK, since you are denying , tell us wat happened between you Two? Kama sivyo , niaje? Mbona akachoose raila instead of you?"
Francis Amunga Akoyo,Ruto is the most dangerous leader..
Davis Mistery,It is Raila who refused your plan
Eutychus Maina,"Hapa uhuru ako na kaukweli fulani. Hii blame game ati ni Raila from ruto, it was ruto from uhuru, Kenyans think"
Jonathan Kweyu,"Honestly huyu ruto atawamaliza, shouting in public things that don't make sense??"
Ogolla Akech,Livondo started these claims a month ago  but you never replied to the allegations .
Alfred Orek,"Even a,child who has stollen sugar from the jar and has been caught with full evidence of sugar particles around the mouth will always vehemently deny that its not me!"
Lynn Jean Leakey,Who Bewitched you Mr Ruto???
Campbell Campbell,What is the difference between  over throwing and impeaching
Kevin Ismail,Kama unahio nguvu ya kusema sai Raila ndio alikua anataka kumtoa si ungesema hio wakati mlikua mnavaa nguo ata  same
Susan Ambeba,How now and Raila had no numbers in parliament unless you teamed up with him ...? Thanks to the president for coming out to say the truth....
Jerryx Luciano,"Hi makasiriko ya ruto sai imefanaya amesahau kuuza sera zake kwa wanainchi na time is also running out, by the end utasikia mara ooh tumeibwa aya"
Salim Muhsin,Who could have benefitted most between you and Raila?
Ronald Ngala,😂😂😂😂 So Ruto  means Raila wanted to impeach Uhuru so that him (RUTO) becomes the president? Aaaaaaaa jameni wajinga waliisha kenya
Ilian Otieno,"Now what is all this,Aki politicians,mungu anawaona"
Joseph Matoima Ongaga,How could Raila Odinga benefited from the impeachment of the president? Wajinga waliisha kitambo kenya hii
Joshua Kinyua,"Why did our president keep this all that long only to wait campaign time,"
Muraya Githinji,"From psychology point of view WR is lying. Look at his body language, ukiona jamaa anajikuna kichwa ama mapua akijitetea jua anadanganya."
Calvin Clein,Politics is hard
Aggrey Mboya,Pushing opposition to play hard at the same time calling them wakora! 😂 it hit him like a ton of bricks when the opposition toned down and joined the government.
Ous Proff,You and/or raila could have impeached him anyway. He's a problem to us the same way raila and you are big problems. You all wasted time
Alija Imende,"Huyu bottom up amejichanganya.mbaka ataje Raila ndio mashetani yake iache kumsumbua, that's the problem with starting campaigns 5 years to election."
Oma Rae,"For the longest time uhuru has been saying"" my DP was hungry for power"" people were not getting the point . Uhuru didn't want to expose what he meant by that but juu Sasa amemfika mwisho imebidi ametoboa"
Konene Ole Sankei,"Why would Raila Odinga  want to impeach Uhuru only for Ruto to take over ? Stupid, right ?"
Nut Cracker,Uhuru is confused.... ama ??
Paul Mutemi Mwangangi,If it  was like he is saying for real how was Raila to benefit? Two Dp was to take over if Uhuru could have been impeached no this man we say no
Hagai Mrisho Odiawo,"If so....What could've been Raila's benefit, bearing in mind you're the second in command as per the 2010 promulgated constitution, Doctor?"
Meg Cool Matuku,So anything is being said is true as far as election is concerned wenyewe wemeanza kujikaranga Kwa mafuta Yao🤣🤣🤣
Mutua Kimeu,"Enda kwa ofisi yake ama umpingie simu,"
Jared Mulaimu,Kenyans tuko rada sana.tunajua mwenye alikuwa anataka kungoa wewe  state house.na sio mwingine ni huyo  una edorse.But fikiria sana kama sio ruto ugegolewa.Mr Ruto God bless you.
Wilson Aberi,Ghai mr Dp Raila nikama kitunguu bila yeye mboga iwesi kua tamu mambo yako na unye solve nyinyi wenyewe waja kusikilia miti
Cris Crisco,Your obsession with baba is on another level. In each statement you make must you mentioned baba the fifth? You blame baba for all your downfalls even when you fail to satisfy your wife you'll blame it on Raila the fifth Bure kabisa.
Vitalis Namiti,Let us watch this blame game back n forth. Big secrets will start coming out soon once things get out of hand.
Annw Gatahi,Haiyai...twende kazi...leteni maneno....so kulikuwa na muimpeachment pahali 😳
Khamisi Masha,Kwani uhuru hajui tofauti ya Raila ama Ruto mbona aseme  Ruto nawewe useme Raila
Noble P Migiro,Y you never said so until now coz tha was over media.... You must be crzy ruto day by day u will be more crzy
Evans Jakom,This guy has confused is not a joke
Eric Amuhaya,ruto kimeamini ni kweli ako kitu kidogo sana kwa Baba #Inawezekana
Ken Wandhala,Why didn't you tell him in advance mweshimiwa..?
Maurice Radol,We na hizii uongo zako you should retire with uhuru hizo impeachment stories mtamalizaa huko village your government has failed
Kijana Mfupi Round,This is just a cow and not human being! Why has he not revealed this until today when the president has opened up about it?
Gracah Gracious,Yaani umerogwa na Jina la Raila....pthooo
Eduard Wanyonyi,And If Raila impeached the president you are the one to become the president not an opposition leader wajinga waliisha my friend
Tonny Milanos Anto,We all know it was kitendawili.
Milka Adhiambo,"You are obsessed with Raila everything is Raila .Uhuru must have regretted making you as his DP ,Now we understand why he has refused to support you .You are so obsessed will power that you can do anything"
Ayiera Ndege Jose,"Wewe lialia kama mtoto amenyimwa nyonyo,pima wave,ndio ujue Raila is our 5th prezo,ulianza ujeuri kitamboo"
Millicent Chepkoech,"Askie vizuri,,wewe hupangwingwi"
Kai-ruthi Karuri,Kilatu atoe version yake
Kipkoech Tonny,Ruto the 5th we tulia leave Uhuru alone coz hajielewi bangi na chrome ndio anatumia kufikiria baada ya wewe kumwacha coz alikuwa akitumia akili yako now he thinks using bangi and chrome  plus akili ya babu
Chafy Kay,Ruto aki wewe.Mungu anakuona
Odhiambo Erick,enyewe mumechukia mzee
Joyce Kimwere,Die alikuwa akjiapisha
Prince Ttoh,"Just like other normal human beings,Ruto is both good and dangerous.But hio inaeleweka...The only problem I've with this man is too much egocentric.Soo much mbinafsi.Anajitakia kila kitu kizuri.Swali ni je,na wengine Sasa?"
Ann Ma Rita,Wambie kama shaggy......it wasn't me!!!
Kiriago Geoffrey,Raila alikua kwa serkal ruto changanyikiwa tu sana
Fei Mwesh,Am bored kila mahali Ruto na vile wakenya wanateseka ai ad mungetuhurumia iii week at least tupate amani ya results not politics
Conquer Issa,Who was to kill the president?
WA Omido,"Utajikuna Hadi umalize nywele kichwani,.  Yaani wewe unataka kuingia ikulu kwa njia ya mkato urio umuchingaa sana"
James Mutai,"Yes sure Uhuru aache kuota mchana , from results nulification who really wanted him out? Hata angeimpeachiwa tu."
Walter Maish,Abunuasi na hekaya zake 😂😂😂😂 misguided missile.
Kithy Harriet,"Haha AAA....ntv,,,ni wapi Ruto aliongea stori na impeachment ya Uhuru?"
Darrell Nyongesa Khisa,Anzeni kutoa Siri zenu zote sasa
Lucy Kamau,Tuko Nyuma  yako wapeda wasipede
Ibrahim Ibrahim,Correct. Its Raila who wanted Uhuru to rot in jail. Raila alitaka pia kujihapisha.
Abdallah Kahero,Mr Doyen usijali uta pitia majaribio aina zote lakini yote tisa kumi raia wanasema HUSTLER nation ndio slogan
John Pombe,Ruto is a museveni muhoozi project
Evans Mosomi,That's the route you wanted to use to impeach him but Baba ignored your over
Ali Mukonyi,Wajinga waliisha Kenya bro ndo raila asaidike na nn ww beba msalaba wako
Manasses Mburu,"Uhuru anajiabisha,let raila campaign for himself,"
Kyambo Jnr,Yes  we know hahaha🤣🤣🤣🤣🤣 Uhuru Danganya Azimio forever
Governor Wa Manchester Momanyi,"lisemwalo lipo kaa halipo lipo njiani, wacha mdomo"
Nyakwar Ngane Nyaanga,"Ooooh kumbe hii story Ni ukweli,our president is a honest man"
Danie Wepukhulu,"Tunajua Uhuru anahazira vile BBI ilishindwa so Ruto tuko na wewe mpaka kwa depe no retreat no suranter mzumari umegonga inche, mtoto wa masikini anaonewa mungu aipisha matajiri,na umuone maskini"
Samku Sam,Kweli kabisa
Napode Xavier,"Politics is about words and words that heat hard is good to boil ones head, you started it, your boss knows you more than everybody."
Dennis Ombiro,By June huyu jamaa atakuwa mteja wa mathare hospital haha. The president has all the intelligence and facts ama alifikiria ni mlevi haezi elewa kitu. Mlevi akierevuka atafinya wewe sawasawa
Mike K-sla,It was a trap and Ruto has failed the test.Angoje sasa apangwe
Rùkungù Kariuki,Weston hotel is for raila not mine.
Clintone Wanyonyi,Bt NTV mko na uchochezi sana sikuskia Ruto akitaja jina ya Raila mahali bt 9th Ruto will be the 5th
Moses Onyango,Kateni miti juu huyu kijana atajinyooooongaaaaa
Baba Ndung'u Na Angel,Ur a professor in politics WSR.  . Yaani jamaa haana corner yakukugongea!!!unamnyamazisha pap
Pop Paul,Ulisema walimu ni bure kumbe ulikua na mipango kubwa😃
Julius Wadenya,Reverse psychology Ile Musalia Matumbo alikuwa anasema.... Mwizi ni Mwizi tu.
Erick Ouma,🤣🤣🤣 X BOY 💤🔞🌶️
Stephen Njenga,"between Raila and Ruto who wanted to impeache you, as from today hence forth nimejua sasa kunashida mahali"
Owiti Onunga Benard,How can Raila impeach Uhuru for Ruto to be President?? wajinga waliisha Kenya
Harrison Gichuru,Wakati alijiapicha
Gideon Mwangangi Kimanzi,"Uhuru wants to impeach Ruto with odm mps, but they are enough for impeachment who didn't know that? we are not fulls like past hii kenya si ya 🍺🍻🍾 walevi."
Jarule Jarule,Sawa bas ni Raila
Alex Omondi,Video itatoka tujue nani muongo.
Abedi Sango Sango,Hapa unijishitaki
Dan Nani Kambale,"Huyu mtu ni mjinga,anafikiri wakenya pia niwajinga,kama ni Raila mbona uhuru akamuunga,Ruto huwezi tubeba ufala"
Arthur Olewe,"Bure kabisa,kama ulijua mbona haukusema mapema?"
Eddy Omondi,Pugaaa
Nicodemus Ambunya,Sio Raila n ww
Ibrahim Ibrahim,If it was for Raila will Uhuru be President today?? Tuongee tu ukweli wakenya.
Jeff van Mbai,Wewe unaota tu raila
Davies Ni,Raila to impeach Uhuru then Ruto becomes President.Hii Kenya kweli inamaajabu
Joseph Kariuki,So umekubali Na ulikuwa unakataa so uhuru is very right
Moha Hussein,Weee mwizi unathani wee ni mjanja
Abdullah Abiero,Ukweli inaumiza sana
Victor Obiero,Hiyo madrama ya kuimpeachiana na kuuana non of our business kitu yenye tunataka kuskia no petrol imeshuka bei mpaka 80 stop divisive politics
Dickens Mawegah,Who has that book Things fall apart? Anyway sijui leo tutaweka mabilioni mia moja wapi?
Julius Mireri,Mbona haukosema mapema?
Prisila Kamau,"Ata wao wangesema iyo time,mbona wanasema saa hii.uhuru UDA all the way"
Bra In,Hii ndio kitumbua kuingia mchanga ama
Obadiah Lubia,"When you read the story of modecai in book of Esther ruto was harman..,hii bibilia kweli ni real.na jua nani anasema uongo na ukweli"
Renson Waliaula Mauka,Uhuru huwachilia tu dose kidogo na mtu anasahau bottom up😂
Båröh Mçhëlsëå,"Did Raila bought Jubilee Mps?? KATENI MITI ZOTE SUGOI 😅😅,huyu mtoto ATAJINYONGA 😂😂😂"
Shantel Linah,Umeona joto Ile inakungojea umeamua kuhepa😂it's fine umejinasua bt if ni Raila then leave that alone serikali ikikupata ukimwongelea mbaya utawekwa ndani Bure😂😂😂
Alex Wekesa,My friend hapana namna iyo ama namnagani!!!!!!
Y-fiti Mgenge,Kulikua na uhuruto Sasa ni Rao na Martha I mean matharau 🙈
Stacy Tumkou,Tell him.ni Raila si Ruto
