Username,comment
Isaac Mogusu,"Can you imagine how much pain you can feel when your wife attempt to poison you, Ruto should stop taking Kenyans like his foolish."
Kipkemoi Barsumek,"If uhuru dont even respect you as his friend he MUST respect us who vote him not once but trice,"
Mld Simon,"the way to opposition is so painful, that's how baba used to feel man"
Ezzy Mash,......But you told us yours isn't history!!! Ati ni mahali Kenya is headed to.I'll NEVER trust this jamaa from sugoi. Full of inconsistencies. Says anything just for that moment.
David Ontiri,"Cry cry crazy cry,Raila did more than you did to uhuru what happened?remember Raila was the first one to endorse the kikuyus am happy they now remember him first you will become the second considered if only you change your attitude"
Kolesh Tumpes,"And we are still asking what happened to uhuruto bromance I think So is falling to the trap and he is exposing the reasons,  if he has been reminding the president that he would not have made it without him surely as a man and at  large a president I feel what he has been going through."
Aswani Fay,"We reminded u to always  RESPECT your boss, u ignored,, now its time to cry n also time for regrets"
Oyoo Philemon,And Raila stood with kibaki including campaigning for him for two months plus when he was on wheelchair but kibaki refuse to support him .just make noise there
Richard Nyang'oro,It's now time to stand by yourself omera.
Gladys Wanja,"I and majority Mountainers are with you Mr. Ruto, we will surely reward you heavily for your generosity you showed us 5yrs ago. Hatuwezi kusahau kamwe"
Lydia Omil,"That's politics baba Wacha hasira,the friend you have today Will not be in the next election I thought you have experience in this???"
George Kenyatta,And this is the truth and nothing but the truth.
Zahra Hassan,"Alaaaaar!🤔 on a serious note, when does he push for his manifestos. It's all about they cannot rig me out, they are planning to rig, I made you president 3times, uchawi, wacha propaganda, sasa ni unatumia ikulu vibaya kugawanisha wakenya kikabila. Bana give us a break🤙 and tell us why you should be voted as 5th president."
Ben Njogah,Mr Wheelbarrow Willy-harm should blame himself 4 performing poorly as a friend n a colleague to Ounye..  Everything happens 4 a purpose... Nobody would drop a good friend 4 a stranger without a good reason.  Mr Wheelbarrow Willy-harm mistaken Ounye 4 a weakling he could do with or without.  He's seeking sympathy while he's d one who dug d ditch he az found himself inside. God bless KENYA.
Frank Oyoo,He stood by him for convenience because of the ICC cloud hanging over their heads.
Paul Mugendi,"You are like Uhuru is your Manifesto. You really are full of energy. Tell us more,we are strangers in this country."
Ndubi Vincent,"But he also stood by you when the friends you had like Hon. Raila were no where to be seen,So its vice versa our beloved Deputy President"
Rodgers Ledama,Uhuru also stood with you by giving a very powerful position that is his deputy of not him you could not be there
Shitseswa Victoria Esther,"That's not how opposition works, you need to copy notes"
Mwalimu Bonface Ôdùôgi,"Why repeating one thing that we know everyday,Ruto must learn how to handle stress just like Baba."
Morris Nzonga,"Also uhuru stood with you to be what you are also, remember to tell us also"
Miriam Joner,Move on Mr. D.P we are tired of this please
Joshua Okolo,"Even Raila helped Kibaki but he does not mention, just accept and move on. It's too late to redeem yourself."
Kevin Dola,Leave uhuru alone with his one vote concentrate on Mt Kenya  as you had declared yourself their kingpin
John Kariuki,Both were never meant to be. It is unfortunate that situation played a role.
Jael Amalia Indulaji,Uhuru is retiring just forget about him and concentrate your energies on winning the election. Whining paints you in bad light like a weakling but you're too strong for that. Hii kitu unaweza.
Abdi Ahmed,Don't even mention UHURU any more because every and each Kenyan know what uhuru was and what he is and who made a part from God ity you Rutoooooooo there he has betrayed you so move you have God and the people
Maureen Oote,"Enough of this cray, uhuru only got one vote, move on and play your cards but even if Urhuru was supporting you, still huwezi baba in a free fair elections!"
Alberto Arap Ng'eny,"I loved you when you had nothing n those girls chasing after you now never gave you any attention back then😂😂😂. This is the same case with the DP, he can't accept to move on."
Yusto Wuonhuko,"Ruto, why can't you die like a man, your continuous wailing is now too, accept that you're left, "" use and dump"" are the order of politicians, this man Uhuru, has cause Ruto to forget his campaigns of tutajenga, tutatenga, and has been wailing baada ya kutoka ughaibuni, l can't trace what Wazungu gave him"
Joseph Mitto,"You stood by him so that you can loot unconditionally....Stop crying, you've enough Kimwarer and Arror in your stomach"
Odhiambo Kabody Jakondiek,"There is no permanent ENEMY/FRIEND in politics Sir. You need to accept the fact that you are very much aware of the reason as to why Uhuru went for Raila And dumped you, you are just a sweet talker who pretend that he knows nothing about their break-up"
James M Musee,No. Uhuru stood with you and even you assisted you to clear you ICC case. He endeared you to Mt Kenya elders and electorates and helped you quadruple your fortunes. Not the other way round.
George O Otieno,When will you Luto stop crying?  The real watermelon!! The other day you said Uhuru has only one Vote!! today you are crying like a wild dog!!!
Patrick Matumbai,Ruto has become a new cry baby in town!
Ed Rodgers,The bitterness is too much ooh... Friends of yesterday might not be friends of tomorrow... U should know... So stop mee mee mingi... We are tired of this or that about our president.
Fidelis Njuguna,"The side of God,,,,were together uncle,,,,,no worries ground iko sawa."
Peter Okinda,That's why I always say that my vote for Ruto still stands 🙏🙏
Akash Molu,"This is politics not a church or religious a fairs and by the way you misbehave in the process, you never wanted your friend's achievement and this is the result... 😂"
Duke Duke Masra,"Deputy president sir, u have the phone  number of the president pliz call him and tell him all those stories"
Mūūgī Amollo Wanjata,"Cry a river Mr ruto! You became unruly, and played nasty games of attempting to impeach daktari! It's paytime now. You must fall!"
Trojans War,"It doesn't matter, people keeps on changing friends. Even you were once a friend of Raila but now you are his number one enemy"
Ntara Benjo,Uhuru stood with u when everyone leave u in ICC
Eddy Illah,You looted public resources when Kenyans were not for that.
Mamake Steph,Ukiachwa simply achika cz not all relationships are meant to last forever whatever agreement you had if at all any was just a gentle man's promise
Mweu Kitana,Ruto is soo entitled Raila was betrayed by kibaki but in 2007 faced him man to man
Ambloz Bin Richards,Ndugu uhuru will not be in the ballot box ... That energy transfer it somewhere
Ernest Wechuli,Any Kenyan of sound mind knows very well that in 2013 you needed Uhuru more than he needed you
Charity Mwende,We stand with you to the end still u become president
Dickson Oloo,Ruto are you telling us that you cannot make it to state house without Uhuru???? We are losing confidence in you
Jefferson Thomas,He fears what he did to the NASA brigade might be done into him that's the very reason for refusing to accept to move on and refusing to resign.Uhuru knew you stood with him  and all that you're saying   but he made  his decision to dump you what you need to clarify is what really caused your fallout?
Blessi Martoh,This is politics..ruto shld stop crying like a kids for sympathy...he's uhuru's exe ... He shld focus on his new friends who were once too their enemy--madivid end weta
Kinuthia Kenneth Kamau,"Both Uhuru and Ruto had cases at ICC, one may think only Uhuru had cases and Ruto only went to Hague to stand with Uhuru but not to defend himself. This man is feeling so much entitled. 9th August is the day humility dish must be served on his table."
Albert Boaz,Am so proud of Raila he has destroyed you bloody leaders
Sammy Mngwana,You dis that for your own personal gains  You bargained for what you would get in turn  You were hired to deliver Don't want to own the farm
David Mkalama,DP ruto is seriously exhibiting suicide traits....Atwoli asked surgoi people wakate miti. It's getting serious.
Ngaruiya Njerù,"Ruto used to wake up before dawn to convince me and the 7,000,000 Kikuyus to vote for Uhuru KENYATTA....were it not for William RUTO, we would have voted for Raila Odinga in both 2013 & 2017, 🤣😂🤣"
Jacktone Ochieng,"Rao did more to Kibaki than you did to Uhuru. Rao campaigned for Kibaki and Wamalwa when they were in their sick bed and handed over the presidency to them on a silver plate. That did not prevent his betrayal.  For Ruto, Uhuru had his 2 legs intact and he campaigned alongside Ruto. In fact Ruto should thank Uhuru for Making him DP using the ""Deep State"" computer a logarithm"
Becky Gabriel,Betrayal by the best friend/brother in politics. Don't mind your Excellency God will always stand by you. Binadamu ni wasaliti
Jakotieno MakaMeyo,"If you become Kenyan president, we are dead, we fear you that's the truth of the matter."
Fanuel Abongo,Don't cry my friend. There's no permanent enmity in politics. Can you just solder on if you are the one who is putting these people into such positions as you are claiming. Time will prove you right if you are popular. Stop crying.
Saul Wafula,"Heheeeee.  Yet you are the one who said, let us not be Vague, let us go to Hague ???? Raila said, let us have our people tried here in Kenya"
Ouma Awuonda,"Stop it, even Raila did not sing too much about their agreement with Kibaki when he was betrayed. Stop seeking sympathy from Voters give us your agendas not cry"
Alex Maina,I have witnessed this..some people pretend to be your loyal friends only for you to realize that they are your biggest enemies ever but Rev Kiai Ack ndagani always relates his preaching with such people ..they are very dangerous
Maurice Olando,"raila also stood with uhuru when you were plotting a vote of no confidence against him,,,,,,,wacha usitulete mwizi"
Felixx Otieno,You stood with him to be second in command and to get room for looting the country.
Moses Owenga Ochieng,Ulionyesha Rais madharau..ukadhani yy ni akina kipruto kirwa Isaac Ruto wenye umekazia rift valley heti kama hawawezi kukuabudu they are as good as dead politically.. because of ur greed for power u tried to extend the same to Mr president in his own backyard by corrupting few leaders from mount Kenya with intend to try to bring the president down...It is in public domain how you used to chest thumb why cry now??Relax and swallow the bitter pill sir which is you will never b the 5th without the president's blessing
Raphael Otieno,You are a dangerous man infact your name should not even BE in the ballot box nonsense
Shadrack Barasa,"Right from independence time the number twos have never had it obvious,why does Ruto imagine it would have been?Get to know political marriages are for convenience.Better him he has had an opportunity..... two terms, one should be very grateful"
Vincent Omondi,Those who betray you are those who stay close to you and can plan your impeachment
Yusuf Okonu,"I can see people singing a chorus here about who is sinning than the other,Both Raila and Ruto are liars.both are hungry for power tuwache kujidanganya that there will be a new Kenya,it's the same monkeys in the same forest only changing jumping styles"
Paul Owuor,"Fate forced your union with Uhuru. You never helped Uhuru but instead benefited from it.  If not, explain!!!!"
Aleem Baba Calvin,Even Raila stood with kibaki and he was betrayed wacha panganga sugoi man.
Dennoh Diaby,"You are not the first and the last.many had went through what you are going through,some of them like Raila Odinga went through scnearios unlike you ...stop embarrasing your wife, this is childish of the highest notch"
Alexis King Jorge,"so Ruto will sing this song forever,must you be surpotted president,come on move on"
Ivan Chite Sam,We are you with Ruto we shall stand together by God's grace to ensure that you become the strongest opposition leader after  elections
Paul Karanja,Those are the soothing words twisted to cover up the whole story.  You stood by him yet the insults became a norm to you as long as we can remember.  Lootall is nothing but a wolf in a sheep's skin. Central bank has temporarily relocated to there for its sycophants to troop there on a daily basis.  And then this. Trust him at your own expense
James Yamo,Tell us something else standing by uhuru so that you can finish him does not make any senses
Wild Heart,"Their project was to stop ICC Cases against themselves and has come to an end. So Ruto, seek votes peacefully don't attack Mr President since he isn't your opponent. Don't get confused"
Patrick Owino,"You stood by him so that you can plan wel how to impeached him better Raila that wz openly waring with him,msality wewe"
Eddie Orwa,In politics there is no friends
Joseph Cheruiyot,"I wish somebody advises the Dp to tone down his strong language, more so, negative and demeaning to the head of state.   Am sorry it hurts when I have to switch off my TV to avoid listening to such insults. The president met his people in state house just like the Dp has been meeting his people in the Karen state house. The difference is the same and there's nothing wrong. Hazira nyingi si suluhu. The head of state should be given his due respect, regardless, just like he'll want to be given same respect tomorrow. The Head of state is a symbol of unity and our God given leader in his time and season. How do a parent feel when your child insults you.  The Dp should be cautious that he may be hurting more voters by day, especially in the central region and other parts of the country. Nobody wants a president with hazira nyingi and full of insults."
Daniel Mbogo,Stand or sit with him. We are giving Raila. Actually when you stood with him Raila sat with him
Befren Ang'ate,"Hey we iam tired  to hear  I stood, isupported  you ABC it's your time not him to do that,let Kenyans elect whom they want,coz that single person who has refused to support you can't a lone make you the Kenya prezzo,,,,"
Gavanaa Kakira Ongusi,"he hee, that's how ""arranged and conditioned"" marriages works Hon. DP!!!"
Habari Ndio Hiyo,You changed your behaviour....afterall you were also bought by Uhuru and you are the biggest beneficiary of uhuruRuto government......danganya wakale saitaaaan!
Gervas Abel,I think he has Uhuru's phone number. We are not interested in their personal stories
Nick Sirori,".. you stood by me, I agree! But why did you orchestrate an impeachment motion against me? Your thirst for power betrayed you. Don't blame your current political misfortunes on Raila Odinga or the handshake. Stop double speaking.... Oscar Sudi is going to be president before you.."
Duke Bosco,"Understand that we can stop being friends and still be relevant, as Raila was in pain you used to mock him in public now the same pill 💊 has been served and you crying..... Meza tembe hadi chuki iishe"
Caroline Ovolemi,Even me I have been betrayed severally with people I trusted most and I asked God for strength to move on and He's so faithful He will do the  same to you just cry like an ambulance as you move forward and let it go
Fred Kim,"Therefore people should not make new friends! Saitan,,"
Samuel Maina,Politics is about interests not friendship and allegiances keep changing. Move on sir.
Shadrack Kyalo,"Raila once told you that uhunye will never support you,,you abused him so much ,,now see yourself"
Francis Wambua,"My friend, that's what we call politics game,Raila side stood with kibaki when he was on a wheelchair""hebu tell us what happened after...... 🤔🤔🤔"
David Munyao,Even the best of a marriage can break. There are a myriad of reasons thereof.
Resly Andes,"My friend keep calm if you did good things God will answer your prayers,,,, stop complain every time you open your mouth,,,,,tenda wema nenda zako"
Kritikhol Aketch,Scolding Uhuru is part of his manifesto. Ruto asked for it 😂. Jamaa analia zaidi😀. Kateni miti .
Mwihaki Hegel Fredrick,"This is hilarious. Politically immature at its best. Politics isn't Romance. It is about interests. The tuboys and tugals you hang around with especially from Mt Kenya region duped you. They lied to you that , discrediting , disparaging and snearing your boss president Uhuru Kenyatta would add Political mileage to your unbridled Presidential ambitions. Fatal!!! MACHOS!!  For your information , the allegations of hatching a plan to impeach President Uhuru Kenyatta haven't been taken lightly in Mt Kenya region. Your caramaderie in this region may try as much to apply on your olive oil by telling you the things they want you to hear and see. In reality , things are getting thicker and thicker by day.  Kitaeleweka!!!"
SirFrancis Xavier,Good morning DP kindly pick your phone 📱 and call the President direct stop including members of the public.gooday.
Moze Kim,He should also stop using DP residents as UDA office.
Salesio Mutwiri,"Mr good orator, we know you too well. The earlier you start recognizing the pending loss, the better for you"
Emmanuel Manu,This guy is a cry baby you won't get sympathy votes .... Cry harder😭😭😭😭😭 tegea August ndio utalia machooos ndoo mzima
Cliff Ogols,"This reminds me of when l married my second wife my first wife used to cry reminding me how we started when l had nothing, mngwana just get out of that marriage (resign) you are no longer trusted,the house help (matiangi) is the one doing all duties na anapewa pesa ya shopping coz you are no longer trusted the husband(uhuru) gave you money for  water (dam) ukakula nayo mandazi yioteee that's why you're having a co wife (baba) so stop crying 😭"
Edwin Kiongozi,The same when you wanted to impeach Him the other friends were there for him
George Mburu,"You stood by Uhuru to save you from jaws of the HAUGE court,and get the DP position,plus 50% of government,tusidanganyane."
Kuya Simon,There is no permanent enemy in politics
Benard Otieno,No permanent friends nor foes in politics..better learn this ASAP
Gràtiá Pléñá,So WSR what's your major problem with this repetitive remarks why can't you look for him and tell him acha kuwa mbwa kali bila meno
Kozy Kim,"It was politics time you didn't support Uhuru out of nothing you got Dp and 50%of the cabinet, so sio eti urafiki , friend is when one is in hospital bed and you campaign for him, and sikusikia Raila akilia he worked hard and he defeated kibaki only to be pm , so work hard no sympathy ulikuwa biashara gathee"
Jeff Cy,So just because you stood by Uhuru you want to force Uhuru to stand by a thief yet he is allergic to thieves.!!!Haiwesmake
Maore Junior,That's why you wanted to impeached him?? Ruto will loose with a bang!!!
Vitalis Oduor,"In politics there are NO Permanent Friends Or Enemies...Stop whining, pick the pieces and move on."
Rossert G Suzan,"But even musalia,wetangula are with you now...Aisha also"
Bethwel Wanjala,"So what.. Why are you  behaving  as if you  are new in this game?Mr Dp you hv been  long enough  in politics  to  understand  how the previous  governments  have been  working.Raila campaigned for kibaki in 2002 and you knw what happened  later,So it's high time  you  stop reminding  us on how you helped uhuru because  I assure you it won't  add any value  to your campaigns."
Faith Kalunda,And does that justify you to impeach and _ _ _ _ him? At first I was for you but your deeds made me change to Azimio with Baba the 5th president of Kenya
Samantha Black,William Ruto all the way
Moses Nondo,Bring your friends as well as your enemies closer so that you could learn and know them very well or bad Moi said don't confuse politics with friendship
Zablon Nyamongo,My friend things do change.... stop crying focus on your campaigns....Baba the 5th.
Peter Okongo,Don't you've the president's phone no? Just call him and tell him all. In fact we're ordinary Kenyans we don't have access to him surely.
Sophia Lusisa,there are good men who stand by us ladies but they are not the one then the next day you meet someone you be happily married earth  is always tough
Dan Shavola,"And Uhuru stood by Mt.Kenyans, when the other guy was beating and burning them alive now the mt.kenyans have abandoned Him when Ruto is antagonizing him they,ve  joined him,who betrayed who?"
Philip Mallah,"Why lament so much now ,... you also friends like Mudavadi and Wetengula equal principal's who were also there at that time !!!."
Wilfred Magalasia,"Stop this crying and begging, you're confusing your support base."
